sorter,silhouette,db_index,num_clusters,duration,balance_std,images_processed,metric,threshold
deep_embeddings,0.07585673779249191,1.4000392190366302,93,15.104799270629883,12.474694005030152,596,cosine,0.3
deep_embeddings,0.10162423551082611,1.3606691665607842,4,13.44849967956543,254.03641471253684,596,cosine,0.5
deep_embeddings,nan,nan,1,15.535297870635986,0.0,596,cosine,0.7
hybrid_embeddings,0.06521354615688324,1.4285328982384813,88,16.241498708724976,13.846337941136829,596,cosine,0.3
hybrid_embeddings,0.11311428993940353,1.2262542917884025,3,21.935369968414307,277.4242639392276,596,cosine,0.5
hybrid_embeddings,nan,nan,1,22.086774349212646,0.0,596,cosine,0.7
